keyword_a,keyword_b,weight
"climate resilience","spatio-temporal analysis",1
"environmental monitoring","spatio-temporal analysis",1
"south africa","spatio-temporal analysis",1
"emission","livestock production",1
"emission","machine learning",1
"agriculture","bacteria/genetics",1
"agriculture","biofuels",1
"agriculture","european union",1
"agriculture","monitoring",1
"bacteria/genetics","biofuels",1
"bacteria/genetics","european union",1
"bacteria/genetics","monitoring",1
"bacteria/genetics","risk assessment",1
"biofuels","european union",1
"biofuels","monitoring",1
"biofuels","risk assessment",1
"biofuels","soil microbiology",1
"european union","monitoring",1
"european union","risk assessment",1
"european union","soil microbiology",1
"monitoring","risk assessment",1
"monitoring","soil microbiology",1
"risk assessment","soil microbiology",1
"meat/analysis","swine",1
"algorithms","unmanned aerial devices",1
"circular economy","conservation",1
"conservation","sustainability",1
"cattle","fatty acid profile",1
"cattle","meat quality",1
"animals, wild","simulation",1
"cattle","one health",1
"cattle","simulation",1
"one health","simulation",1
"cattle","methane emissions",1
"global warming","methane emissions",1
"greenhouse gas","methane emissions",1
"cluster analysis","technology",1
"behavior","diagnosis",1
"animal feed/analysis","egg production",1
"animal feed/analysis","models, theoretical",1
"animal nutritional physiological phenomena","egg production",1
"animal nutritional physiological phenomena","growth",1
"diet/veterinary","egg production",1
"diet/veterinary","models, theoretical",1
"diet/veterinary","poultry/physiology",1
"egg production","growth",2
"egg production","models, theoretical",1
"egg production","poultry",1
"egg production","poultry/physiology",1
"growth","models, biological",1
"growth","models, theoretical",1
"growth","poultry",1
"growth","poultry/physiology",1
"models, biological","poultry/physiology",1
"models, theoretical","poultry/physiology",1
"poultry","poultry/physiology",1
"air pollutants/analysis","china",1
"chickens","china",1
"chickens","seasons",1
"china","environmental monitoring",1
"china","particulate matter/analysis",1
"china","seasons",1
"manure","particulate matter/analysis",1
"particulate matter/analysis","seasons",1
"microbiota","sustainability",1
"microbiota","swine",1
"sustainability","swine",1
"sustainable development","water supply",2
"feeding behavior","rumen",1
"one health","ruminants",1
"consumer behavior","covid-",1
"consumer behavior","machine learning",1
"covid-","machine learning",1
"animal husbandry/methods","time factors",1
"chickens/physiology","time factors",1
"adult","feeding behavior",1
"adult","reproducibility of results",1
"feeding behavior","middle aged",1
"feeding behavior","reproducibility of results",1
"feeding behavior","surveys and questionnaires",1
"feeding behavior","young adult",1
"middle aged","reproducibility of results",1
"reproducibility of results","surveys and questionnaires",1
"reproducibility of results","young adult",1
"animal nutritional physiological phenomena","fatty acids, volatile/metabolism",1
"beef cattle","dietary supplements/analysis",1
"beef cattle","digestion/drug effects",1
"beef cattle","dose-response relationship, drug",1
"beef cattle","fatty acids, volatile/metabolism",1
"beef cattle","fermentation",1
"beef cattle","rumen/metabolism",1
"cattle/physiology","dietary supplements/analysis",2
"cattle/physiology","dose-response relationship, drug",1
"dietary supplements/analysis","methane",1
"digestion/drug effects","dose-response relationship, drug",1
"digestion/drug effects","fatty acids, volatile/metabolism",1
"digestion/drug effects","methane",1
"dose-response relationship, drug","fatty acids, volatile/metabolism",1
"dose-response relationship, drug","fermentation",1
"dose-response relationship, drug","methane",1
"dose-response relationship, drug","methane/metabolism",1
"dose-response relationship, drug","rumen/metabolism",1
"animal feed/analysis","dairy cattle",1
"animal feed/analysis","genome",1
"animal feed/analysis","genomics",1
"animal feed/analysis","metabolism",1
"cattle/genetics","metabolism",1
"cattle/genetics","nutrition",1
"dairy cattle","genome",1
"dairy cattle","metabolism",1
"dairy cattle","nutrition",1
"diet/veterinary","genome",1
"diet/veterinary","genomics",1
"diet/veterinary","metabolism",1
"genome","metabolism",1
"genome","nutrition",1
"genomics","metabolism",1
"genomics","nutrition",1
"metabolism","nutrition",1
"breeding","goat",1
"genetic variation","genome",2
"genetic variation","goat",1
"genetic variation","polymorphism, single nucleotide",2
"genetic variation","quantitative trait loci",1
"genome","genome-wide association study",2
"genome","goat",1
"genome","phenotype",3
"genome","polymorphism, single nucleotide",4
"genome","quantitative trait loci",2
"genome","quantitative trait, heritable",1
"genome-wide association study","goat",1
"goat","polymorphism, single nucleotide",1
"goat","quantitative trait loci",1
"goat","quantitative trait, heritable",1
"animal husbandry","goats/physiology",1
"animal husbandry","grassland",1
"animal husbandry","horses",1
"animal husbandry","lactation",1
"biodiversity","goats/physiology",1
"biodiversity","horses",1
"biodiversity","lactation",1
"biodiversity","sheep",1
"cattle","goats/physiology",1
"ecosystem","horses",1
"ecosystem","lactation",1
"goats/physiology","grassland",1
"goats/physiology","horses",1
"goats/physiology","livestock",1
"goats/physiology","sheep",1
"grassland","horses",1
"grassland","lactation",1
"horses","lactation",1
"lactation","sheep",1
"grazing management","soil",1
"cattle","estrus detection",2
"estrus detection","time factors",1
"fertility","time factors",2
"greenhouse gas","rumen fermentation",1
"ai","farmers",1
"ai","sheep",3
"animal husbandry/methods","sheep",2
"farmers","sheep",1
"dairy cattle","snp",1
"animal nutritional physiological phenomena","antioxidants/metabolism",1
"animal nutritional physiological phenomena","enteric methane",1
"animal nutritional physiological phenomena","ruminant",1
"antioxidants/metabolism","circular economy",1
"antioxidants/metabolism","digestion/drug effects",1
"antioxidants/metabolism","enteric methane",1
"antioxidants/metabolism","fermentation",1
"antioxidants/metabolism","methane/metabolism",1
"antioxidants/metabolism","polyphenols",1
"antioxidants/metabolism","rumen/metabolism",1
"antioxidants/metabolism","ruminant",1
"antioxidants/metabolism","sheep/physiology",1
"circular economy","digestion/drug effects",1
"circular economy","enteric methane",1
"circular economy","fermentation",1
"circular economy","rumen/metabolism",1
"circular economy","ruminant",1
"climate resilience","digestion/drug effects",1
"climate resilience","enteric methane",1
"climate resilience","fermentation",2
"climate resilience","methane/metabolism",1
"climate resilience","polyphenols",1
"climate resilience","rumen/metabolism",2
"climate resilience","ruminant",1
"diet/veterinary","enteric methane",1
"digestion/drug effects","enteric methane",1
"digestion/drug effects","polyphenols",1
"enteric methane","fermentation",1
"enteric methane","polyphenols",1
"enteric methane","ruminant",1
"enteric methane","sheep/physiology",1
"fermentation","polyphenols",1
"fermentation","sheep/physiology",1
"polyphenols","rumen/metabolism",1
"polyphenols","ruminant",1
"rumen/metabolism","sheep/physiology",1
"ruminant","sheep/physiology",1
"animal welfare/standards","australia",1
"animal welfare/standards","sheep/physiology",1
"animal husbandry/methods","farmers/psychology",1
"farmers/psychology","livestock",1
"abattoirs","chickens",1
"abattoirs","climate",1
"abattoirs","humidity",1
"abattoirs","meat",1
"abattoirs","tropical climate",1
"chickens","climate",1
"chickens","tropical climate",1
"climate","humidity",2
"climate","meat",1
"climate","tropical climate",1
"humidity","meat",1
"meat","tropical climate",1
"feed additives","heat stress",1
"adaptation","ruminants",1
"cattle/genetics","hot temperature",1
"cattle/genetics","humidity",1
"genotype","hot temperature",1
"genotype","humidity",1
"genotype","lactation/genetics",1
"hot temperature","lactation/genetics",1
"humidity","lactation/genetics",1
"lactation/genetics","temperature",1
"poultry","production",2
"dairy sheep","fatty acid profile",1
"agriculture/methods","internet of things",1
"crops, agricultural/growth & development","internet of things",1
"heat stress","milk quality",1
"heat stress","somatic cell count",1
"milk quality","pasture",1
"milk quality","rumination",1
"milk quality","somatic cell count",1
"milk quality","temperature humidity index",1
"pasture","rumination",1
"pasture","somatic cell count",1
"pasture","temperature humidity index",1
"rumination","somatic cell count",1
"rumination","temperature humidity index",1
"somatic cell count","temperature humidity index",1
"dairying","mastitis, bovine/diagnosis",1
"mastitis, bovine/diagnosis","seasons",1
"data mining","farmers",1
"farmers","machine learning",1
"algorithms","environmental monitoring",1
"algorithms","lakes",1
"algorithms","water quality",1
"environmental monitoring","lakes",1
"lakes","water quality",1
"acidosis","adaptation",1
"animal husbandry/methods","reproduction",1
"chickens/physiology","reproduction",1
"machine learning","models, biological",1
"machine learning","ovum/physiology",1
"machine learning","reproduction",1
"models, biological","reproduction",1
"ovum/physiology","reproduction",1
"body temperature","plf",1
"cattle/genetics","prediction accuracy",1
"genome","genomic selection",1
"genome","prediction accuracy",1
"genomic selection","genomics/methods",1
"genomic selection","genotype",1
"genomic selection","phenotype",1
"genomic selection","polymorphism, single nucleotide",1
"genomic selection","prediction accuracy",1
"genomics/methods","prediction accuracy",1
"genotype","prediction accuracy",1
"polymorphism, single nucleotide","prediction accuracy",1
"fermentation","milk",1
"fermentation","taste",1
"goats","taste",1
"digestion","stress, physiological",1
"animal husbandry/methods","south africa",1
"conservation of natural resources","resilience",1
"livestock/physiology","resilience",1
"livestock/physiology","south africa",1
"livestock/physiology","sustainability",1
"resilience","south africa",1
"south africa","sustainability",1
"animal feed/analysis","greenhouse gas emissions",1
"animal nutritional physiological phenomena","cattle/growth & development",1
"animal nutritional physiological phenomena","greenhouse gas emissions",1
"animal nutritional physiological phenomena","nitrogen/metabolism",1
"cattle/growth & development","greenhouse gas emissions",1
"cattle/growth & development","methane/metabolism",1
"diet/veterinary","greenhouse gas emissions",1
"greenhouse gas emissions","methane/metabolism",1
"greenhouse gas emissions","nitrogen/metabolism",1
"methane/metabolism","nitrogen/metabolism",1
"conservation of natural resources","population density",2
"livestock","south africa",1
"population density","south africa",1
"environmental monitoring","environmental monitoring/methods",1
"environmental monitoring","greenhouse gases/analysis",1
"environmental monitoring/methods","greenhouse gases/analysis",2
"dairy cows","milk composition",2
"dairy cows","milk production",1
"heat stress","milk composition",1
"heat stress","milk production",1
"milk composition","milk production",1
"housing, animal","poultry production",1
"bos taurus","bovine",1
"bos taurus","pathogens",1
"bovine","pathogens",1
"farm management","grassland",1
"farm management","mitigation",1
"grassland","mitigation",1
"grassland","nitrate",1
"mitigation","nitrate",1
"disease outbreaks/veterinary","livestock",1
"disease outbreaks/veterinary","vaccine",1
"livestock","surveillance",1
"livestock","vaccine",1
"surveillance","vaccine",1
"conservation of natural resources","geographic information systems",4
"environmental monitoring/methods","kenya",1
"environmental monitoring/methods","soil",1
"environmental monitoring/methods","trees",1
"forests","kenya",1
"forests","soil",1
"geographic information systems","kenya",1
"geographic information systems","soil",1
"geographic information systems","trees",1
"kenya","soil",1
"kenya","trees",1
"soil","trees",1
"deep learning","yolov",1
"machine learning","yolov",1
"resilience","welfare",1
"robustness","sensors",1
"robustness","welfare",1
"sensors","welfare",1
"animal husbandry/instrumentation","cattle/physiology",1
"animal husbandry/instrumentation","grazing management",1
"animals","grazing management",2
"cattle/physiology","grazing management",1
"grazing management","livestock",1
"amino acids","animal feed",1
"amino acids","sustainability",1
"animal feed","microalgae",1
"body weight","buffalo",1
"body weight","principal component analysis",1
"body weight","random forest",1
"buffalo","principal component analysis",1
"buffalo","random forest",1
"principal component analysis","random forest",1
"dairy cattle","sensor",1
"health","sensor",1
"dairy farming","machine learning",1
"data management","databases, factual",1
"data management","phenotype",1
"databases, factual","phenotype",1
"egg production","gut health",1
"egg production","immunity",1
"egg production","meat quality",1
"egg production","public health",1
"egg production","welfare",1
"growth","gut health",1
"growth","meat quality",1
"growth","public health",1
"growth","welfare",1
"gut health","immunity",1
"gut health","meat quality",1
"gut health","public health",1
"immunity","meat quality",1
"immunity","public health",1
"immunity","welfare",1
"meat quality","public health",1
"meat quality","welfare",1
"public health","welfare",1
"air pollutants/analysis","methane emissions",1
"air pollutants/analysis","satellite imagery",1
"air pollutants/analysis","wetlands",1
"environmental monitoring/methods","methane emissions",1
"environmental monitoring/methods","methane/analysis",1
"environmental monitoring/methods","wetlands",2
"greenhouse gases/analysis","methane emissions",1
"greenhouse gases/analysis","satellite imagery",1
"greenhouse gases/analysis","wetlands",1
"methane emissions","satellite imagery",1
"methane emissions","seasons",1
"methane emissions","wetlands",1
"methane/analysis","satellite imagery",1
"methane/analysis","wetlands",1
"satellite imagery","wetlands",1
"seasons","wetlands",1
"gene editing","swine",1
"cattle","phylogeny",1
"feces/microbiology","machine learning",1
"feces/microbiology","phylogeny",1
"machine learning","phylogeny",1
"machine learning","swine",1
"phylogeny","swine",1
"animal husbandry/methods","animal monitoring",1
"animal husbandry/methods","germany",1
"animal monitoring","animals",1
"animal monitoring","behavior, animal",1
"animal monitoring","cattle/physiology",1
"animal monitoring","germany",1
"animal monitoring","housing, animal",1
"animal monitoring","plf",1
"behavior, animal","germany",1
"cattle/physiology","germany",1
"germany","housing, animal",1
"germany","plf",1
"dairying","perception",1
"dairying","survey",1
"germany","perception",1
"germany","survey",1
"perception","survey",1
"survey","surveys and questionnaires",1
"biodiversity","environmental impact",2
"biodiversity","population density",1
"ecosystem","environmental impact",1
"environmental impact","population density",1
"population density","sustainable development",1
"microbiota","transcriptomics",1
"ecosystem","housing",1
"europe","housing",1
"housing","soil/chemistry",1
"aquaculture","feed efficiency",1
"aquaculture","machine learning",2
"aquaculture","metabolomics",1
"aquaculture","random forest",1
"feed efficiency","metabolomics",1
"feed efficiency","proteomics",1
"feed efficiency","random forest",1
"machine learning","proteomics",2
"metabolomics","random forest",1
"proteomics","random forest",1
"machine learning","metabolome",1
"metabolome","milk/metabolism",1
"metabolome","spectroscopy, fourier transform infrared/veterinary",1
"milk/metabolism","spectroscopy, fourier transform infrared/veterinary",1
"chickens","lipid metabolism",1
"chickens","stress",1
"chickens","stress, physiological",1
"immunity","lipid metabolism",1
"immunity","liver",2
"immunity","liver/metabolism",2
"immunity","stress",1
"immunity","stress, physiological",1
"lipid metabolism","stress",1
"lipid metabolism","stress, physiological",1
"liver","stress",1
"liver","stress, physiological",1
"liver/metabolism","stress",1
"liver/metabolism","stress, physiological",1
"china","prediction",1
"mammals","sheep",1
"feed intake","laying hen",1
"feed intake","production performance",1
"laying hen","production performance",1
"livestock","nutrition",2
"livestock","nutritive value",1
"nutrition","nutritive value",1
"carbon dioxide","greenhouse gases",1
"carbon dioxide","hydrogen-ion concentration",1
"carbon dioxide","manure/analysis",1
"carbon dioxide","methane/analysis",1
"carbon dioxide","swine",1
"greenhouse gases","hydrogen-ion concentration",1
"greenhouse gases","swine",1
"hydrogen-ion concentration","manure/analysis",1
"hydrogen-ion concentration","methane/analysis",1
"manure/analysis","swine",1
"methane/analysis","swine",1
"bovine","cross-sectional studies",1
"bovine","dairying",1
"bovine","lactation",1
"bovine","milk",1
"cross-sectional studies","dairying",2
"cross-sectional studies","milk",1
"covid-","policy",1
"policy","resilience",1
"global warming","methane emission",1
"global warming","rumination",1
"methane emission","rumination",1
"beef cattle","modelling",1
"beef cattle","pasture",1
"beef cattle","review",1
"modelling","pasture",1
"pasture","review",1
"fertility","plf",1
"fertility","retrospective studies",1
"fertilization","plf",1
"insemination, artificial/veterinary","plf",1
"insemination, artificial/veterinary","retrospective studies",1
"milk/chemistry","plf",1
"milk/chemistry","retrospective studies",1
"plf","retrospective studies",1
"plf","time factors",1
"gene editing","poultry",1
"apoptosis","heat stress",1
"apoptosis","sperm",1
"apoptosis","transcriptome",1
"heat stress","sperm",1
"heat stress","transcriptome",1
"sperm","transcriptome",1
"big data","deep learning",1
"big data","iot",1
"big data","pathogens",1
"big data","production",1
"deep learning","iot",1
"deep learning","pathogens",1
"deep learning","production",1
"deep learning","sensors",1
"iot","pathogens",1
"iot","poultry",1
"iot","production",1
"iot","sensors",1
"machine learning","pathogens",1
"machine learning","production",1
"pathogens","poultry",1
"pathogens","production",1
"pathogens","sensors",1
"poultry","sensors",1
"production","sensors",1
"cattle diseases/diagnosis","cow",1
"cattle diseases/diagnosis","monitoring",1
"cattle diseases/diagnosis","rumination",1
"cow","health",1
"cow","lactation",1
"cow","milk",1
"cow","monitoring",1
"cow","reproduction",1
"health","monitoring",1
"health","rumination",1
"lactation","monitoring",1
"lactation","rumination",1
"milk","monitoring",1
"milk","rumination",1
"monitoring","reproduction",1
"monitoring","rumination",1
"reproduction","rumination",1
"environmental impact","modelling",1
"cattle","liver",2
"lactation/physiology","liver",1
"lactation/physiology","liver/metabolism",1
"lactation/physiology","metabolomics",1
"lactation/physiology","proteomics",1
"liver","metabolomics",1
"liver","milk/chemistry",1
"liver","pregnancy",2
"liver","proteomics",1
"liver/metabolism","metabolomics",2
"liver/metabolism","milk/chemistry",1
"liver/metabolism","pregnancy",2
"liver/metabolism","proteomics",1
"metabolomics","milk/chemistry",1
"metabolomics","pregnancy",1
"milk/chemistry","proteomics",1
"conservation of natural resources/methods","soil/chemistry",1
"environmental monitoring","ethiopia",1
"environmental monitoring","soil/chemistry",1
"animal distribution","climate",1
"animal distribution","disease outbreaks",1
"animal distribution","models, theoretical",1
"animal distribution","united kingdom",1
"climate","disease outbreaks",1
"climate","united kingdom",1
"disease outbreaks","models, theoretical",2
"disease outbreaks","united kingdom",1
"models, theoretical","united kingdom",1
"beef cattle","genetics",1
"beef cattle","greenhouse gases",1
"beef cattle","nutrition",1
"genetics","growth performance",1
"greenhouse gases","growth performance",1
"greenhouse gases","nutrition",1
"growth performance","nutrition",1
"chickens/growth & development","microbiota",1
"chickens/growth & development","one health",1
"chickens/growth & development","poultry",1
"gastrointestinal microbiome/drug effects","one health",1
"gastrointestinal microbiome/drug effects","poultry",1
"microbiota","one health",1
"one health","poultry",1
"climate resilience","digestion",1
"climate resilience","feeding behavior",1
"climate resilience","methane",1
"climate resilience","plant breeding",1
"climate resilience","silage/analysis",1
"dairy cattle","digestion",1
"dairy cattle","feeding behavior",1
"dairy cattle","greenhouse gases",1
"dairy cattle","plant breeding",1
"dairy cattle","silage/analysis",1
"diet/veterinary","greenhouse gases",1
"diet/veterinary","plant breeding",1
"digestion","greenhouse gases",1
"digestion","plant breeding",1
"feeding behavior","fermentation",1
"feeding behavior","greenhouse gases",1
"feeding behavior","methane",1
"feeding behavior","plant breeding",1
"feeding behavior","silage/analysis",1
"fermentation","greenhouse gases",1
"fermentation","milk/chemistry",1
"fermentation","plant breeding",1
"greenhouse gases","milk/chemistry",1
"greenhouse gases","rumen/metabolism",1
"greenhouse gases","silage/analysis",1
"methane","plant breeding",1
"milk/chemistry","plant breeding",1
"plant breeding","rumen/metabolism",1
"plant breeding","silage/analysis",1
"biotechnology","livestock",1
"biotechnology","reproduction",1
"milk quality","milk yield",1
"milk quality","precision nutrition",1
"milk yield","precision nutrition",1
"computer vision","precision farming",1
"object detection","precision farming",1
"climate resilience","renewable energy",1
"renewable energy","sustainable development goals",1
"birds","swine",1
"disease outbreaks/veterinary","swine",1
"influenza in birds/epidemiology","swine",1
"adult","australia",1
"chickens","food quality",1
"chickens","ovum/physiology",1
"food quality","ovum/physiology",1
"biodiversity","geographic information systems",1
"biodiversity","pakistan",1
"geographic information systems","pakistan",1
"animal husbandry","bioinformatics",1
"animal husbandry","chickens/genetics",1
"animal husbandry","education",1
"animal husbandry","microbiome",1
"animal husbandry","microbiota",1
"bioinformatics","chickens/genetics",1
"bioinformatics","education",1
"bioinformatics","farmers",1
"bioinformatics","microbiota",1
"bioinformatics","poultry",1
"chickens/genetics","education",1
"chickens/genetics","farmers",1
"chickens/genetics","microbiome",1
"chickens/genetics","microbiota",1
"education","farmers",1
"education","microbiome",1
"education","microbiota",1
"farmers","microbiome",1
"farmers","microbiota",1
"air pollution, indoor/analysis","environmental monitoring",1
"animal husbandry/methods","environmental monitoring",1
"eggs","environmental monitoring",1
"climate","health",1
"climate","pregnancy",1
"climate","retrospective studies",1
"climate","stress",1
"health","humidity",1
"health","retrospective studies",1
"health","temperature",1
"humidity","retrospective studies",1
"humidity","stress",1
"pregnancy","stress",1
"retrospective studies","stress",1
"retrospective studies","temperature",1
"stress","temperature",1
"animal feed/analysis","aquaculture",1
"heritability","machine learning",1
"bioinformatics","biomarkers/metabolism",1
"bioinformatics","cattle",2
"bioinformatics","insemination, artificial/veterinary",1
"bioinformatics","machine learning",1
"biomarkers/metabolism","insemination, artificial/veterinary",1
"biomarkers/metabolism","machine learning",1
"insemination, artificial/veterinary","proteomics",1
"developing countries","environmental monitoring",1
"developing countries","risk assessment",1
"environmental monitoring","risk assessment",1
"dairy cattle","disease",1
"animal behavior","deep learning",1
"animal behavior","precision farming",1
"animal husbandry/methods","anti-bacterial agents/pharmacology",1
"anti-bacterial agents/pharmacology","poultry",1
"agriculture","cattle/genetics",1
"agriculture","genome",1
"breeding","ethiopia",1
"cattle/genetics","ethiopia",1
"ethiopia","genome",1
"ethiopia","polymorphism, single nucleotide",1
"breeding","egg production",1
"breeding","feed intake",1
"egg production","feed efficiency",1
"egg production","feed intake",1
"agriculture","production",1
"agriculture","reproducibility of results",1
"farms","production",1
"farms","reproducibility of results",1
"livestock","reproducibility of results",1
"meat","plf",1
"meat","reproducibility of results",1
"meat","swine",1
"plf","production",1
"plf","reproducibility of results",1
"production","reproducibility of results",1
"production","swine",1
"reproducibility of results","swine",1
"seasons","spatio-temporal analysis",2
"heat stress","random forest",1
"plf","random forest",1
"goats","livestock production",1
"genomic selection","goat",1
"genomic selection","sheep",1
"agriculture","energy consumption",1
"energy consumption","farms",1
"swine","vaccine",1
"swine","viral vaccines/immunology",1
"vaccine","viral vaccines/immunology",1
"animal husbandry/methods","herbivory",2
"conservation of natural resources/methods","digital livestock transformation",1
"conservation of natural resources/methods","farmers",1
"conservation of natural resources/methods","herbivory",1
"conservation of natural resources/methods","plf",1
"digital livestock transformation","herbivory",1
"farmers","herbivory",1
"farmers","plf",1
"herbivory","plf",1
"biomarkers/metabolism","diet",1
"biomarkers/metabolism","livestock",1
"biomarkers/metabolism","microbiome",1
"biomarkers/metabolism","microbiota",1
"biomarkers/metabolism","oxidation-reduction",1
"biomarkers/metabolism","oxidative stress",1
"diet","microbiome",1
"diet","oxidation-reduction",1
"diet","oxidative stress",1
"livestock","microbiome",1
"livestock","microbiota",1
"livestock","oxidation-reduction",1
"livestock","oxidative stress",2
"microbiome","oxidation-reduction",1
"microbiome","oxidative stress",1
"microbiota","oxidation-reduction",1
"microbiota","oxidative stress",1
"oxidation-reduction","oxidative stress",1
"animal feed","colombia",1
"animal feed","methane/analysis",1
"colombia","dairying/methods",1
"colombia","methane/analysis",1
"colombia","milk/chemistry",1
"colombia","poaceae",1
"dairying/methods","methane/analysis",1
"methane/analysis","poaceae",1
"milk/chemistry","poaceae",1
"poultry production","precision farming",1
"goats","modeling",1
"goats","vaccination",1
"modeling","sheep",1
"modeling","vaccination",1
"sheep","vaccination",1
"animal welfare","broiler chicken",1
"broiler chicken","livestock",1
"digital livestock transformation","machine learning",1
"environmental monitoring/methods","rain",1
"organic","pig",1
"organic","sustainable development goals",1
"pig","sustainable development goals",1
"crops, agricultural","environmental impact",1
"parturition","pig",1
"parturition","welfare",1
"pig","welfare",1
"animal feed/analysis","environmental sustainability",1
"animal feed/analysis","genetic improvement",2
"animal husbandry/methods","environmental sustainability",1
"animal husbandry/methods","genetic improvement",1
"animal husbandry/methods","genetics",1
"animal husbandry/methods","swine/genetics",2
"animal nutritional physiological phenomena","breeding",1
"animal nutritional physiological phenomena","environmental sustainability",1
"animal nutritional physiological phenomena","genetic improvement",2
"animal nutritional physiological phenomena","genetics",1
"animal nutritional physiological phenomena","swine/genetics",1
"breeding","conservation of natural resources",1
"breeding","diet/veterinary",1
"breeding","environmental sustainability",1
"breeding","genetic improvement",1
"conservation of natural resources","environmental sustainability",1
"conservation of natural resources","genetic improvement",1
"conservation of natural resources","genetics",1
"conservation of natural resources","swine/genetics",1
"diet/veterinary","environmental sustainability",1
"diet/veterinary","genetic improvement",1
"diet/veterinary","genetics",1
"diet/veterinary","swine/genetics",1
"environment","environmental sustainability",1
"environment","genetic improvement",1
"environment","swine/genetics",2
"environmental sustainability","genetic improvement",1
"environmental sustainability","genetics",1
"environmental sustainability","swine/genetics",1
"genetic improvement","genetics",1
"genetic improvement","swine/genetics",1
"genetics","swine/genetics",1
"animal husbandry/methods","eating/genetics",1
"eating/genetics","environment",1
"eating/genetics","swine/genetics",1
"small ruminants","sustainability",1
"biogas","decision making",1
"dairy cows","housing",1
"heat stress","housing",1
"cattle","socioeconomic factors",1
"colombia","dairying/economics",1
"colombia","milk production",1
"colombia","socioeconomic factors",1
"colombia","surveys and questionnaires",1
"dairying/economics","socioeconomic factors",1
"dairying/economics","surveys and questionnaires",1
"milk production","socioeconomic factors",1
"milk production","surveys and questionnaires",1
"socioeconomic factors","surveys and questionnaires",1
"animal behaviour","welfare",1
"ai","precision dairy farming",1
"animals","precision dairy farming",2
"cattle","precision dairy farming",2
"dairying/methods","precision dairy farming",2
"animal husbandry/methods","buffaloes",1
"animal husbandry/methods","goats",1
"animal husbandry/methods","ruminants/physiology",1
"buffaloes","livestock/physiology",1
"buffaloes","ruminants/physiology",1
"buffaloes","tropical climate",1
"cattle","livestock/physiology",1
"goats","livestock/physiology",1
"goats","ruminants/physiology",1
"goats","tropical climate",1
"livestock/physiology","ruminants/physiology",1
"livestock/physiology","sheep",1
"livestock/physiology","tropical climate",1
"ruminants/physiology","sheep",2
"ruminants/physiology","tropical climate",1
"sheep","tropical climate",1
"disease outbreaks/veterinary","pathogens",1
"disease outbreaks/veterinary","remote sensing",1
"disease outbreaks/veterinary","remote sensing technology",1
"ecosystem","influenza in birds/epidemiology",1
"ecosystem","pathogens",1
"influenza in birds/epidemiology","pathogens",1
"influenza in birds/epidemiology","remote sensing",1
"influenza in birds/epidemiology","remote sensing technology",1
"pathogens","remote sensing",1
"pathogens","remote sensing technology",1
"buffalo","cattle",2
"buffalo","estrus detection",1
"buffalo","infrared thermography",1
"cattle","infrared thermography",1
"animal husbandry/methods","bayes theorem",1
"animal husbandry/methods","surveillance",1
"animal husbandry/methods","swine",2
"bayes theorem","surveillance",1
"bayes theorem","swine",1
"animals, wild","food supply",1
"economics","livestock",1
"behavior, animal","conservation of natural resources",1
"behavior, animal","geographic information systems",1
"cattle/physiology","conservation of natural resources",1
"cattle/physiology","geographic information systems",1
"behavior","grazing",1
"grazing","weaning",1
"cattle","oxidative stress",1
"energy metabolism","heat-shock response",1
"energy metabolism","livestock",1
"energy metabolism","oxidative stress",1
"heat-shock response","lactation/physiology",1
"heat-shock response","livestock",1
"heat-shock response","oxidative stress",1
"lactation/physiology","livestock",1
"lactation/physiology","oxidative stress",1
"milk/metabolism","oxidative stress",1
"agriculture/methods","ai",1
"agriculture/methods","machine learning",1
"ai","breeding",1
"breeding","livestock",1
"algorithms","brazil",1
"algorithms","support vector machine",1
"brazil","support vector machine",1
"phenotype","support vector machine",1
"animals, newborn","cattle",1
"animals, newborn","transcriptome",1
"algorithms","environmental pollution/prevention & control",1
"environmental pollution/prevention & control","models, theoretical",1
"animal feed/analysis","cattle diseases/epidemiology",1
"animal feed/analysis","heritability",1
"animal feed/analysis","precision dairy farming",1
"cattle","heritability",1
"cattle diseases/epidemiology","diet/veterinary",1
"cattle diseases/epidemiology","heritability",1
"cattle diseases/epidemiology","precision dairy farming",1
"cattle diseases/epidemiology","weaning",1
"dairying/methods","weaning",1
"diet/veterinary","heritability",1
"diet/veterinary","precision dairy farming",1
"heritability","milk",1
"heritability","precision dairy farming",1
"heritability","weaning",1
"milk","precision dairy farming",1
"precision dairy farming","weaning",1
"cattle","cheese/analysis",1
"cheese/analysis","dairying",1
"cheese/analysis","machine learning",1
"cheese/analysis","milk/chemistry",2
"cheese/analysis","phenotype",1
"cheese/analysis","prediction accuracy",1
"cheese/analysis","pregnancy",1
"dairying","prediction accuracy",1
"prediction accuracy","pregnancy",1
"agriculture/methods","sustainable agriculture",1
"biomass","sustainable agriculture",1
"metabolism","transcriptome",2
"avian proteins/metabolism","lipid metabolism",1
"chickens/physiology","lipid metabolism",1
"dairy cattle","sensors",1
"heat stress","lameness",1
"lameness","sensors",1
"energy efficiency","sustainable development",1
"animal nutritional physiological phenomena/drug effects","dose-response relationship, drug",1
"greenhouse gases","meat quality",1
"greenhouse gases","metabolites",1
"meat quality","metabolites",1
"meat quality","methane",1
"metabolites","methane",1
"chickens/genetics","metabolomics",1
"chickens/genetics","multiomics",1
"chickens/genetics","transcriptome",2
"chickens/genetics","transcriptomics",1
"liver/metabolism","multiomics",1
